Notice,Created,MinTradeSize,IsSponsored,BaseCurrencyLong,MarketName,IsActive,LogoUrl,MarketCurrencyLong,BaseCurrency,MarketCurrency
None,2014-02-13T00:00:00,0.02663019,None,Bitcoin,BTC-LTC,True,https://bittrexblobstorage.blob.core.windows.net/public/6defbc41-582d-47a6-bb2e-d0fa88663524.png,Litecoin,BTC,LTC
None,2014-02-13T00:00:00,1111.11111111,None,Bitcoin,BTC-DOGE,True,https://bittrexblobstorage.blob.core.windows.net/public/a2b8eaee-2905-4478-a7a0-246f212c64c6.png,Dogecoin,BTC,DOGE
None,2014-02-13T00:00:00,1.00036013,None,Bitcoin,BTC-VTC,True,https://bittrexblobstorage.blob.core.windows.net/public/1f0317bc-c44b-4ea4-8a89-b9a71f3349c8.png,Vertcoin,BTC,VTC
None,2014-02-13T00:00:00,1.72425685,None,Bitcoin,BTC-PPC,True,https://bittrex.com/Content/img/symbols/BTC.png,Peercoin,BTC,PPC
None,2014-02-13T00:00:00,20.9117524,None,Bitcoin,BTC-FTC,True,https://bittrexblobstorage.blob.core.windows.net/public/a69f83f0-112c-4d98-8e14-5e0e9be47404.png,Feathercoin,BTC,FTC
None,2014-02-25T09:00:00,793.65079365,None,Bitcoin,BTC-RDD,True,https://bittrexblobstorage.blob.core.windows.net/public/4b7ce5a5-8c12-4741-86f2-3a48cb55c91a.png,ReddCoin,BTC,RDD
None,2014-03-03T09:00:00,5.66187295,None,Bitcoin,BTC-NXT,True,https://bittrexblobstorage.blob.core.windows.net/public/443d492d-4f8b-4a2d-a613-1b37e4ab80cd.png,NXT,BTC,NXT
None,2014-03-11T08:00:00,0.00595497,None,Bitcoin,BTC-DASH,True,https://bittrexblobstorage.blob.core.windows.net/public/49993d38-d344-4197-b449-c50c3cc13d47.png,Dash,BTC,DASH
None,2014-03-11T08:00:00,23.85496183,None,Bitcoin,BTC-POT,True,https://bittrexblobstorage.blob.core.windows.net/public/149a1a49-3cca-461b-a8e4-8ea8409c27bd.png,PotCoin,BTC,POT
None,2014-03-14T09:00:00,14.85001485,False,Bitcoin,BTC-BLK,True,https://bittrexblobstorage.blob.core.windows.net/public/c3409d42-a907-4764-ad03-118917761cc2.png,BlackCoin,BTC,BLK
None,2014-12-24T00:00:00,7.41070105,None,Bitcoin,BTC-EMC2,True,https://bittrexblobstorage.blob.core.windows.net/public/aa92fc78-8100-4adb-bbb9-05fb1b7bd166.png,Einsteinium,BTC,EMC2
None,2014-03-15T08:00:00,427.35042735,None,Bitcoin,BTC-XMY,True,https://bittrexblobstorage.blob.core.windows.net/public/bd1eb9c2-9bb7-4c95-b4b8-037a4419ee67.png,Myriad,BTC,XMY
None,2014-03-16T22:00:00,5.41594454,None,Bitcoin,BTC-AUR,True,https://bittrexblobstorage.blob.core.windows.net/public/8662a354-f45c-4dec-be5b-8038ca47fd96.png,AuroraCoin,BTC,AUR
None,2014-03-20T20:00:00,28.29654782,None,Bitcoin,BTC-EFL,True,https://bittrexblobstorage.blob.core.windows.net/public/4d984e89-67d8-4f36-b943-5365438952cb.png,ElectronicGulden,BTC,EFL
None,2014-03-22T16:00:00,33.73819163,None,Bitcoin,BTC-GLD,True,https://bittrexblobstorage.blob.core.windows.net/public/8042e8a5-e8fc-4a89-8694-d61d5f500aac.png,GoldCoin,BTC,GLD
None,2014-03-23T06:00:00,14.64986815,None,Bitcoin,BTC-SLR,True,https://bittrexblobstorage.blob.core.windows.net/public/33e931bb-b715-4075-bf6f-02369e9f8439.png,SolarCoin,BTC,SLR
None,2014-03-27T18:00:00,80.77544426,None,Bitcoin,BTC-PTC,True,https://bittrexblobstorage.blob.core.windows.net/public/e9717112-e5a9-429c-a8b8-621cdb3e3714.png,PesetaCoin ,BTC,PTC
None,2014-04-03T05:00:00,3.66622672,None,Bitcoin,BTC-GRS,True,https://bittrexblobstorage.blob.core.windows.net/public/3b79133e-b65e-497c-b65a-f254511eedc9.png,Groestlcoin,BTC,GRS
None,2014-04-04T22:00:00,42.12299916,False,Bitcoin,BTC-NLG,True,https://bittrexblobstorage.blob.core.windows.net/public/55cf6802-c3d8-4b43-85b2-bb672c0c6211.png,Gulden,BTC,NLG
None,2014-04-05T08:00:00,7.73874013,False,Bitcoin,BTC-RBY,True,https://bittrexblobstorage.blob.core.windows.net/public/134cdb3a-a4dc-4557-a51a-209d3b3ba8c0.png,RubyCoin,BTC,RBY
None,2014-04-14T00:00:00,33.92130258,None,Bitcoin,BTC-XWC,True,https://bittrexblobstorage.blob.core.windows.net/public/dd94ac21-5ddf-48cf-8c5a-9a52f6292d01.png,WhiteCoin,BTC,XWC
None,2014-04-18T22:00:00,0.63456608,None,Bitcoin,BTC-MONA,True,https://bittrexblobstorage.blob.core.windows.net/public/db5aa488-25ea-4b4c-a6b0-377a569c06d2.png,MonaCoin,BTC,MONA
None,2014-04-29T21:00:00,15.81777918,None,Bitcoin,BTC-THC,True,https://bittrexblobstorage.blob.core.windows.net/public/e9feeea9-b6fd-4521-b446-1c5e4520db31.png,HempCoin,BTC,THC
None,2014-05-04T00:00:00,62.03473945,None,Bitcoin,BTC-ENRG,True,https://bittrexblobstorage.blob.core.windows.net/public/f339a246-0e20-4eda-be4d-4c5a7fcc5e59.png,EnergyCoin,BTC,ENRG
None,2014-05-10T17:00:00,9.936407,None,Bitcoin,BTC-ERC,True,https://bittrexblobstorage.blob.core.windows.net/public/46212518-56cd-4510-a9ee-0d12631127ce.png,EuropeCoin,BTC,ERC
None,2014-05-13T07:00:00,9.03342367,None,Bitcoin,BTC-VRC,True,https://bittrexblobstorage.blob.core.windows.net/public/5b7a3d31-88f0-4533-aa87-29eb558f79a8.png,VeriCoin,BTC,VRC
None,2014-05-13T09:00:00,14.28571429,None,Bitcoin,BTC-CURE,True,https://bittrexblobstorage.blob.core.windows.net/public/5168cfb6-ad9a-4b63-b9dd-cf33cbf52c8e.png,CureCoin,BTC,CURE
None,2014-06-04T07:38:39.24,0.0206697,None,Bitcoin,BTC-XMR,True,https://bittrexblobstorage.blob.core.windows.net/public/efcda24e-c6c3-4029-982c-15af2915fb08.png,Monero,BTC,XMR
None,2014-06-04T08:53:18.563,0.40974203,None,Bitcoin,BTC-CLOAK,True,https://bittrexblobstorage.blob.core.windows.net/public/224f0241-dd5b-4675-8f64-aff9534727a5.png,CloakCoin,BTC,CLOAK
None,2014-06-14T07:09:15.327,58.34305718,None,Bitcoin,BTC-START,True,https://bittrexblobstorage.blob.core.windows.net/public/2b596cad-231b-4252-8b50-0a5895a8a6b4.png,StartCoin,BTC,START
None,2014-06-17T05:46:29.303,1.39400022,None,Bitcoin,BTC-KORE,True,https://bittrexblobstorage.blob.core.windows.net/public/42b8d2f5-bbba-43c4-a439-548e42928df0.png,Kore,BTC,KORE
None,2014-06-21T18:37:57.64,581.39534884,None,Bitcoin,BTC-XDN,True,https://bittrex.com/Content/img/symbols/BTC.png,DigitalNote,BTC,XDN
None,2014-07-07T05:46:18.71,32.27888961,None,Bitcoin,BTC-TRUST,True,https://bittrexblobstorage.blob.core.windows.net/public/d3014256-c08a-47e9-aaca-84d7e33f0d20.png,TrustPlus,BTC,TRUST
None,2014-07-08T03:37:28.39,3.35818389,None,Bitcoin,BTC-NAV,True,https://bittrexblobstorage.blob.core.windows.net/public/1602ecf1-fc60-42b2-afa6-3e48dbe9b884.png,NAVCoin,BTC,NAV
None,2014-07-09T20:33:00.59,6.36942675,None,Bitcoin,BTC-XST,True,https://bittrexblobstorage.blob.core.windows.net/public/47b7ec3d-4271-42ce-af16-5de4dee4b2a5.png,StealthCoin,BTC,XST
None,2014-07-14T06:05:04.567,0.02000801,None,Bitcoin,BTC-BTCD,True,https://bittrexblobstorage.blob.core.windows.net/public/c705ff3a-42f4-43f8-a78d-a592725fe3c7.png,BitcoinDark,BTC,BTCD
None,2014-07-18T00:20:00.393,2.352277,None,Bitcoin,BTC-VIA,True,https://bittrexblobstorage.blob.core.windows.net/public/1ac53fb8-3173-46a8-af74-55029492dda4.png,ViaCoin ,BTC,VIA
None,2014-07-29T07:41:09.4,158.73015873,False,Bitcoin,BTC-PINK,True,https://bittrexblobstorage.blob.core.windows.net/public/bf810adc-114d-4809-a3a7-7a5f648aab52.png,PinkCoin,BTC,PINK
None,2014-07-29T16:57:43.787,2.80504909,None,Bitcoin,BTC-IOC,True,https://bittrexblobstorage.blob.core.windows.net/public/080896ac-8a2c-4826-b708-92a3db60a6de.png,I/OCoin,BTC,IOC
None,2014-08-10T06:48:44.83,76.68711656,None,Bitcoin,BTC-CANN,True,https://bittrexblobstorage.blob.core.windows.net/public/78d826b0-0df4-4c6c-a99d-ac1673562cd8.png,CannabisCoin,BTC,CANN
None,2014-08-16T19:57:48.823,13.24503311,None,Bitcoin,BTC-SYS,True,https://bittrexblobstorage.blob.core.windows.net/public/131b4cd3-2bbd-4a11-a5ec-04e3acbfc6db.png,SysCoin,BTC,SYS
None,2014-08-20T00:06:59.63,1.34509846,False,Bitcoin,BTC-NEOS,True,https://bittrexblobstorage.blob.core.windows.net/public/4794e73b-1360-43b6-9e41-ffc7c37e1195.png,NeosCoin,BTC,NEOS
None,2014-08-20T07:09:57.207,165.01650165,None,Bitcoin,BTC-DGB,True,https://bittrexblobstorage.blob.core.windows.net/public/f71e4e1a-9249-47a0-b4d0-53afa08ccbc3.png,Digibyte,BTC,DGB
None,2014-09-16T07:41:56.047,125.94458438,None,Bitcoin,BTC-BURST,True,https://bittrex.com/Content/img/symbols/BTC.png,BURSTCoin,BTC,BURST
None,2014-09-28T20:33:27.633,3.71333086,False,Bitcoin,BTC-EXCL,True,https://bittrexblobstorage.blob.core.windows.net/public/44b352cd-c08a-48cd-b602-2b4f8fc5feb1.png,ExclusiveCoin,BTC,EXCL
None,2014-10-03T19:16:23.143,4.21194508,None,Bitcoin,BTC-SWIFT,True,https://bittrexblobstorage.blob.core.windows.net/public/765542e8-cdd1-4831-9e7c-3921fd9981b7.png,Bitswift,BTC,SWIFT
None,2014-10-17T19:09:32.6,51.12474438,None,Bitcoin,BTC-DOPE,True,https://bittrexblobstorage.blob.core.windows.net/public/fa2cf328-cd0f-4ee3-b6df-3b9cfd721dde.png,DopeCoin,BTC,DOPE
None,2014-10-29T06:45:03.97,0.2078907,False,Bitcoin,BTC-BLOCK,True,https://bittrexblobstorage.blob.core.windows.net/public/99f30490-dd19-4eac-b7ff-97101d855dc2.png,BlockNet,BTC,BLOCK
None,2014-10-31T01:43:25.743,403.22580645,False,Bitcoin,BTC-ABY,True,https://bittrexblobstorage.blob.core.windows.net/public/2570db52-0a6d-4df7-94f7-5e3da3b34f47.png,ArtByte,BTC,ABY
None,2014-11-03T19:02:45.96,8.48896435,False,Bitcoin,BTC-BYC,True,https://bittrexblobstorage.blob.core.windows.net/public/f131fa9a-7347-4fb3-a675-dc9d808d1bce.png,Bytecent,BTC,BYC
None,2014-11-10T06:25:07.533,14.71020888,None,Bitcoin,BTC-XMG,True,https://bittrexblobstorage.blob.core.windows.net/public/1a8c9737-5ea7-48d2-97ec-4d4cda472023.png,Magi,BTC,XMG
None,2014-11-13T20:20:21.443,2.84042493,None,Bitcoin,BTC-BLITZ,True,https://bittrexblobstorage.blob.core.windows.net/public/2f43325b-6fa9-4042-9fbc-9731a7c9109d.png,Blitzcash,BTC,BLITZ
None,2014-11-18T17:34:21.083,37.06449222,None,Bitcoin,BTC-BAY,True,https://bittrexblobstorage.blob.core.windows.net/public/11a11ba1-2476-496e-a567-e78b158126d9.png,BitBay,BTC,BAY
None,2014-12-12T19:51:07.703,6.65424541,False,Bitcoin,BTC-FAIR,True,https://bittrexblobstorage.blob.core.windows.net/public/2caaa6c9-e111-4ffb-b781-933b8c590fc4.png,FairCoin,BTC,FAIR
None,2014-12-19T02:33:07.747,17.85714286,None,Bitcoin,BTC-SPR,True,https://bittrexblobstorage.blob.core.windows.net/public/9a7c3052-85b5-4528-a72d-b32ae25c7657.png,SpreadCoin,BTC,SPR
None,2014-12-19T02:33:10.943,18.41620626,None,Bitcoin,BTC-VTR,True,https://bittrexblobstorage.blob.core.windows.net/public/bf696581-0450-40a7-bd56-f4bbc1fa5317.png,vTorrent,BTC,VTR
None,2014-12-22T19:30:27.45,6.59108885,None,Bitcoin,BTC-XRP,True,https://bittrexblobstorage.blob.core.windows.net/public/8101e36e-bfce-48a9-a7a6-368b6e9452dd.png,Ripple,BTC,XRP
None,2015-04-08T04:09:53.013,2.1066824,None,Bitcoin,BTC-GAME,True,https://bittrexblobstorage.blob.core.windows.net/public/1952d8bb-1295-4cd7-bc37-7a2568bbcb1e.png,GameCredits,BTC,GAME
None,2015-01-22T19:11:45.903,413.2231405,None,Bitcoin,BTC-COVAL,True,https://bittrexblobstorage.blob.core.windows.net/public/85cdc262-1870-4878-8562-43cc56faba2b.png,Circuits of Value,BTC,COVAL
None,2015-01-25T03:00:35.143,2.08550574,False,Bitcoin,BTC-NXS,True,https://bittrexblobstorage.blob.core.windows.net/public/78ae1c0d-55c7-4375-9855-d6bd27ee7672.png,Nexus,BTC,NXS
None,2015-02-14T04:20:41,0.23753985,False,Bitcoin,BTC-XCP,True,https://bittrexblobstorage.blob.core.windows.net/public/462417ed-c7cb-4663-b878-7e87231314a5.png,Counterparty,BTC,XCP
None,2015-02-15T23:07:32.777,684.93150685,None,Bitcoin,BTC-BITB,True,https://bittrexblobstorage.blob.core.windows.net/public/1237b0c9-2373-4545-a342-d3fdb4fbe8ed.png,BitBean,BTC,BITB
None,2015-02-21T03:29:43.267,4.40140845,None,Bitcoin,BTC-GEO,True,https://bittrexblobstorage.blob.core.windows.net/public/262c99e6-3f0d-4dbf-90b4-167dfa7f0d67.png,GeoCoin,BTC,GEO
None,2015-02-23T23:01:53.92,142.85714286,None,Bitcoin,BTC-FLDC,True,https://bittrex.com/Content/img/symbols/BTC.png,FoldingCoin,BTC,FLDC
None,2015-02-27T19:57:02.82,78.6163522,None,Bitcoin,BTC-GRC,True,https://bittrexblobstorage.blob.core.windows.net/public/189514d6-10bf-4c3f-81ab-d24f16bc806f.png,GridCoin,BTC,GRC
None,2015-03-11T05:43:30.193,38.08073115,None,Bitcoin,BTC-FLO,True,https://bittrexblobstorage.blob.core.windows.net/public/57acadf2-ee77-44a3-b879-be95aae0e9fa.png,Florin,BTC,FLO
None,2015-04-08T03:57:37.33,6.69612964,False,Bitcoin,BTC-NBT,True,https://bittrexblobstorage.blob.core.windows.net/public/cf36f87c-5841-452f-8968-ba183ae5d833.png,Nubits,BTC,NBT
None,2015-04-09T17:31:31.113,29.94011976,False,Bitcoin,BTC-MUE,True,https://bittrexblobstorage.blob.core.windows.net/public/74855e5d-b489-44da-a2a8-2d3a1f05dabd.png,MonetaryUnit,BTC,MUE
None,2015-04-10T21:06:00.043,8.37240455,None,Bitcoin,BTC-XEM,True,https://bittrex.com/Content/img/symbols/BTC.png,NewEconomyMovement,BTC,XEM
None,2015-04-18T22:04:25.183,0.82881628,None,Bitcoin,BTC-CLAM,True,https://bittrexblobstorage.blob.core.windows.net/public/b63db8c7-892b-486b-9802-203b7794ff51.png,CLAMs,BTC,CLAM
None,2015-05-01T17:31:24.97,0.43400517,None,Bitcoin,BTC-DMD,True,https://bittrexblobstorage.blob.core.windows.net/public/5dd68d85-f24c-42ed-b25a-908bab7d753b.png,Diamond,BTC,DMD
Market Offline - Preparing for swap,2015-05-05T22:38:44.963,0.34006897,False,Bitcoin,BTC-GAM,False,https://bittrexblobstorage.blob.core.windows.net/public/6695481a-1294-4bf8-b2f6-bd182dd698fa.png,Gambit,BTC,GAM
None,2015-05-18T22:45:47.093,1.60323212,None,Bitcoin,BTC-SPHR,True,https://bittrexblobstorage.blob.core.windows.net/public/41cc33db-085a-4521-a420-f9d9775c1131.png,Sphere,BTC,SPHR
None,2015-05-30T19:26:37.523,14.90312966,None,Bitcoin,BTC-OK,True,https://bittrexblobstorage.blob.core.windows.net/public/95a3b2d2-2f8b-44d9-9c4e-d9140d51b87d.png,OkCash,BTC,OK
None,2015-06-03T06:27:04.623,3.45065562,None,Bitcoin,BTC-SNRG,True,https://bittrexblobstorage.blob.core.windows.net/public/2530116b-7eea-41b0-b57c-f57c7c41f2c0.png,Synergy,BTC,SNRG
None,2015-06-03T06:31:14.35,6.66666667,None,Bitcoin,BTC-PKB,True,https://bittrexblobstorage.blob.core.windows.net/public/d7711420-de59-4c1f-b4da-e4eb4846d56f.png,ParkByte,BTC,PKB
None,2015-07-25T06:30:32.53,12.46571927,None,Bitcoin,BTC-CPC,True,https://bittrexblobstorage.blob.core.windows.net/public/4c6e9123-ac18-47ff-8cbb-7131bc311c85.png,CapriCoin,BTC,CPC
None,2015-07-31T00:50:47.11,2.06177065,None,Bitcoin,BTC-AEON,True,https://bittrexblobstorage.blob.core.windows.net/public/efc27a0f-e2cb-47a6-819c-18b96d8868b1.png,Aeon,BTC,AEON
None,2015-08-14T09:02:24.817,0.01044496,None,Bitcoin,BTC-ETH,True,https://bittrexblobstorage.blob.core.windows.net/public/7e5638ef-8ca0-404d-b61e-9d41c2e20dd9.png,Ethereum,BTC,ETH
None,2015-08-24T00:25:28.933,33.4001336,False,Bitcoin,BTC-GCR,True,https://bittrexblobstorage.blob.core.windows.net/public/34491209-c13b-49f4-8778-50c2f1d79a0d.png,GlobalCurrencyReserve,BTC,GCR
None,2015-09-02T08:02:54.3,2.56871307,None,Bitcoin,BTC-TX,True,https://bittrexblobstorage.blob.core.windows.net/public/9c472781-4ead-40be-b422-568b36a6d5b5.png,TransferCoin,BTC,TX
None,2015-09-10T05:28:20.787,9.47687642,None,Bitcoin,BTC-BCY,True,https://bittrex.com/Content/img/symbols/BTC.png,BitCrystals,BTC,BCY
None,2015-09-16T17:10:15.253,2.35106033,None,Bitcoin,BTC-EXP,True,https://bittrexblobstorage.blob.core.windows.net/public/74b6ee31-194d-48ca-a770-2f881f11dd77.png,Expanse,BTC,EXP
None,2015-10-03T20:41:41.403,7.06214689,None,Bitcoin,BTC-INFX,True,https://bittrexblobstorage.blob.core.windows.net/public/2b2e0724-bb2e-4fda-9234-cf3d99166a20.png,InfluxCoin,BTC,INFX
None,2015-11-03T19:13:33.197,0.1073535,None,Bitcoin,BTC-OMNI,True,https://bittrex.com/Content/img/symbols/BTC.png,OMNI,BTC,OMNI
None,2015-11-03T19:13:55.18,15.40357363,None,Bitcoin,BTC-AMP,True,https://bittrex.com/Content/img/symbols/BTC.png,AMP,BTC,AMP
None,2015-11-10T00:53:59.643,2.3092555,None,Bitcoin,BTC-AGRS,True,https://bittrexblobstorage.blob.core.windows.net/public/7a06fac6-2ff6-4327-9e0f-1c0baf4d0c74.png,IDNI Agoras,BTC,AGRS
